"gbif.species","db.species","RLcat.europe","RL.catEU27","endemic.europe","endemic.eu","endemic","eu.assessment","note","check","kingdom","phylum","class","order","family","genus","gbif.species.id","EUSpecies","common.name","excluded","exclusion.reason","Species.Zoo.global","Species.Zoo.EU","Genus.Zoo.Global","NrIndivGlobal","NrIndivEU","MaxPopSizeEU","SecondMaxPopSizeEU","NrZoosGlobal","NrZoosEU","NrSustPopGlobal","NrSustPopEU","SustMetaPopGlobal","SustMetaPopEU","VC.category","perc.target.met.in.PAs.and.N2K","Representation.target.perc","Area.in.EU28.km2","db.subspecies","db.species.merged","TargetAreakm2","ProtectedAreakm2","Gap.km2","EEP","ESB","RLExsitu","RLExsituNeeded","Aark","Aze","ED.score","EDGE","ED.score.related","related.species","EDGE.Species","reason","Bodymass.g","THR_CCH","THR","LevelBreeding"
"Motacilla cinerea","Motacilla cinerea","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Motacilla",2490310,1,"Grey Wagtail","0",NA,1,1,0,7,3,2,1,3,2,0,0,0,0,"L",315.86,10,2659958.77,NA,"Motacilla cinerea",265995.877,840174.5770922,0,0,0,0,0,0,0,5.513906,0,NA,NA,NA,NA,17.1666666666667,0,0,4
"Motacilla citreola","Motacilla citreola","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Motacilla",2490307,1,"Citrine Wagtail","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",61.3,10,27159.43,NA,"Motacilla citreola",2715.943,1664.873059,1051.069941,0,0,0,0,0,0,4.679352,0,NA,NA,NA,NA,19.15,0,0,2
"Motacilla flava","Motacilla flava","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Motacilla",9701857,1,"Yellow Wagtail","0",NA,1,1,0,1,1,1,0,1,1,0,0,0,0,"L",280.86,10,3308765.98,NA,"Motacilla flava",330876.598,929300.0131428,0,0,0,0,0,0,0,4.702653,0,NA,NA,NA,NA,17.7,0,0,4
"Mus cypriacus","Mus cypriacus","LC","LC","Yes","Yes","Yes","eu25","added endemism myself","found genus on GBIF 2","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus",NA,1,NA,"0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,76.44,56.38,9318.4,NA,"Mus cypriacus",5253.71392,4015.938920448,1237.774999552,0,0,0,0,0,0,4.286112089,0,NA,NA,NA,NA,21.29531976,0,0,2
"Mus macedonicus","Mus macedonicus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus",2438783,1,"Macedonian Mouse","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,287.37,10,151178.05,NA,"Mus macedonicus",15117.805,43444.0362285,0,0,0,0,0,0,0,3.82401743,0,NA,NA,NA,NA,15,0,0,2
"Mus musculus","Mus musculus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus",7429082,1,"House Mouse","0",NA,1,1,0,3139,1640,520,125,63,40,5,2,1,1,NA,221.23,10,4360579.73,NA,"Mus musculus",436057.973,964691.0536679,0,0,0,0,0,0,0,3.895017515,0,NA,NA,NA,NA,19.3,0,0,4
"Mus spicilegus","Mus spicilegus","LC","LC","Yes",NA,"Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus",2438805,1,"Steppe Mouse","0",NA,1,0,0,24,0,NA,NA,3,0,0,0,0,0,NA,163.33,10,320104.35,NA,"Mus spicilegus",32010.435,52282.6434855,0,0,0,0,0,0,0,3.898317518,0,NA,NA,NA,NA,14,0,0,3
"Mus spretus","Mus spretus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus",2438793,1,"Western Mediterranean Mouse","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,238.05,10,523490.92,NA,"Mus spretus",52349.092,124617.013506,0,0,0,0,0,0,0,3.899073625,0,NA,NA,NA,NA,16.67,0,0,2
"Muscardinus avellanarius","Muscardinus avellanarius","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Muscardinus",2439658,1,"Hazel Dormouse","0",NA,1,1,0,78,68,52,11,4,3,0,0,0,0,NA,334.14,10,2409523.28,NA,"Muscardinus avellanarius",240952.328,805118.1087792,0,0,0,0,0,0,0,28.37176316,0,NA,NA,NA,NA,29.19,0,0,4
"Mustela erminea","Mustela erminea","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",5219019,1,"Stoat","0",NA,1,1,0,4,2,1,0,4,2,0,0,0,0,NA,250.22,10,3354637.85,NA,"Mustela erminea",335463.785,839397.482827,0,0,0,0,0,0,0,9.994290423,0,NA,NA,NA,NA,284.5,0,0,4
"Mustela eversmanii","Mustela eversmanii","LC","EN",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",5219057,1,"Steppe Polecat","0",NA,1,1,0,32,5,5,0,7,1,0,0,0,0,NA,178.69,10,453431.45,NA,"Mustela eversmanii",45343.145,81023.6658005,0,0,0,0,0,0,0,7.452564178,0,NA,NA,NA,NA,1684.21,1,1,4
"Mustela lutreola","Mustela lutreola","EN","CR",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",5219007,1,"European Mink","0",NA,1,1,0,171,160,86,25,23,17,0,0,1,1,NA,283.43,19.77,60662.18,NA,"Mustela lutreola",11992.912986,33991.5132762198,0,1,0,1,1,0,0,7.059374962,0,NA,NA,NA,NA,566.44,1,1,4
"Mustela nivalis","Mustela nivalis","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",5218987,1,"Least Weasel","0",NA,1,1,0,4,1,1,0,3,1,0,0,0,0,NA,250.66,10,4194804.05,NA,"Mustela nivalis",419480.405,1051469.583173,0,0,0,0,0,0,0,8.479192905,0,NA,NA,NA,NA,78.45,0,0,4
"Mustela putorius","Mustela putorius","LC","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",5218911,1,"Western Polecat","0",NA,1,1,0,594,285,15,12,190,64,0,0,1,1,NA,255.53,10,3447066.03,NA,"Mustela putorius",344706.603,880828.7826459,0,0,0,0,0,0,0,7.98549992,0,NA,NA,NA,NA,975.55,0,0,4
"Myodes glareolus","Myodes glareolus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Myodes",5706764,1,"Bank Vole","0",NA,1,1,0,114,99,38,19,7,6,0,0,1,0,NA,254.68,10,3234696.5,NA,"Myodes glareolus",323469.65,823812.50462,0,0,0,0,0,0,0,4.556510062,0,NA,NA,NA,NA,20.73,0,0,4
"Myodes rufocanus","Myodes rufocanus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Myodes",5706769,1,"Grey Red-backed Vole","0",NA,1,1,0,11,10,10,0,2,1,0,0,0,0,NA,233.74,10,411345.54,NA,"Myodes rufocanus",41134.554,96147.9065196,0,0,0,0,0,0,0,4.507706433,0,NA,NA,NA,NA,36.43,0,0,4
"Myodes rutilus","Myodes rutilus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Myodes",5706762,1,"Northern Red-backed Vole","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,261.14,10,134672.56,NA,"Myodes rutilus",13467.256,35168.3923184,0,0,0,0,0,0,0,4.569734282,0,NA,NA,NA,NA,19.94,0,0,2
"Myomimus roachi","Myomimus roachi","EN","DD",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Myomimus",2439663,1,"Mouse-tailed Dormouse","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,79.8,61.26,7258.4,NA,"Myomimus roachi",4446.49584,3548.30368032,898.19215968,0,0,0,0,0,0,19.10987011,1,NA,NA,NA,NA,44,0,0,1
"Myopus schisticolor","Myopus schisticolor","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Myopus",2439358,1,"Wood Lemming","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,95.94,10,506562.12,NA,"Myopus schisticolor",50656.212,48599.5697928,2056.6422072,0,0,0,0,0,0,9.19114496,0,NA,NA,NA,NA,29.99,0,0,1
"Myotis alcathoe","Myotis alcathoe","DD","DD","Yes",NA,"Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",4266346,1,"Alcathoe Whiskered Bat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,413.19,10,996609.59,NA,"Myotis alcathoe",99660.959,411789.1164921,0,0,0,0,0,0,0,5.061860623,0,NA,NA,NA,NA,9.597169811,0,0,2
"Myotis aurascens","Myotis aurascens","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",4409308,1,"Steppe Whiskered Bat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,412.27,10,269735.47,NA,"Myotis aurascens",26973.547,111203.8422169,0,0,0,0,0,0,0,5.061860623,0,NA,NA,NA,NA,9.597169811,0,0,2
"Myotis bechsteinii","Myotis bechsteinii","VU","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432427,1,"Bechstein's Myotis","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,346.13,10,2678261.47,NA,"Myotis bechsteinii",267826.147,927026.6426111,0,0,0,0,0,0,0,6.443838812,0,NA,NA,NA,NA,9.47,1,1,2
"Myotis blythii","Myotis blythii","NT","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432414,1,"Lesser Mouse-eared Myotis","0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,NA,297.89,10,1764576.79,NA,"Myotis blythii",176457.679,525649.7799731,0,0,0,0,0,0,0,4.415638006,0,NA,NA,NA,NA,23.82,0,0,3
"Myotis brandtii","Myotis brandtii","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",7261875,1,"Brandt's Myotis","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,254.54,10,2544036.33,NA,"Myotis brandtii",254403.633,647559.0074382,0,0,0,0,0,0,0,6.022256651,0,NA,NA,NA,NA,5.3,0,0,2
"Myotis capaccinii","Myotis capaccinii","VU","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432430,1,"Long-fingered Bat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,360,10,700479.85,NA,"Myotis capaccinii",70047.985,252172.746,0,0,0,0,0,0,0,4.752073845,0,NA,NA,NA,NA,8.15,1,1,2
"Myotis dasycneme","Myotis dasycneme","NT","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432452,1,"Pond Myotis","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,337.55,10,977649.44,NA,"Myotis dasycneme",97764.944,330005.568472,0,0,0,0,0,0,0,5.184214938,0,NA,NA,NA,NA,15.16,0,0,2
"Myotis daubentonii","Myotis daubentonii","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432439,1,"Daubenton's Myotis","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,307.21,10,3579720.25,NA,"Myotis daubentonii",357972.025,1099725.8580025,0,0,0,0,0,0,0,4.771731392,0,NA,NA,NA,NA,7.63,0,0,2
"Myotis emarginatus","Myotis emarginatus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432470,1,"Geoffroy's Bat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,273.44,10,2355711.49,NA,"Myotis emarginatus",235571.149,644145.7498256,0,0,0,0,0,0,0,4.618147234,0,NA,NA,NA,NA,7.56,0,0,2
"Myotis myotis","Myotis myotis","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432416,1,"Greater Mouse-eared Bat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,303.84,10,2872456.08,NA,"Myotis myotis",287245.608,872767.0553472,0,0,0,0,0,0,0,4.131726645,0,NA,NA,NA,NA,25.59,0,0,2
"Myotis mystacinus","Myotis mystacinus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",9754263,1,"Whiskered Myotis","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,284.02,10,3141346.77,NA,"Myotis mystacinus",314134.677,892205.3096154,0,0,0,0,0,0,0,5.110401115,0,NA,NA,NA,NA,9.597169811,0,0,2
"Myotis nattereri","Myotis nattereri","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",2432389,1,"Natterer's Bat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,327.1,10,3669272.55,NA,"Myotis nattereri",366927.255,1200219.051105,0,0,0,0,0,0,0,5.052331409,0,NA,NA,NA,NA,7.25,0,0,2
"Myotis punicus","Myotis punicus","NT","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis",4266337,1,"Maghreb Mouse-eared Bat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,179.99,10,32898.34,NA,"Myotis punicus",3289.834,5921.3722166,0,0,0,0,0,0,0,4.416685686,0,NA,NA,NA,NA,9.597169811,0,0,2
"Natrix maura","Natrix maura","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Natricidae","Natrix",6161340,1,"Viperine Snake","0",NA,1,1,0,71,70,26,17,10,9,0,0,0,0,"L",298.59,10,962324.46,NA,"Natrix maura",96232.446,287340.4605114,0,0,0,0,0,0,0,12.72272024,0,NA,NA,NA,NA,NA,0,0,4
"Natrix natrix","Natrix natrix","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Natricidae","Natrix",6161347,1,"Grass Snake","0",NA,1,1,0,87,79,12,9,24,21,0,0,0,0,"H",61.53,56.73,9154.2,"cypriaca","Natrix natrix",5193.17766,3195.362214198,1997.815445802,0,0,0,0,0,0,11.90713582,0,NA,NA,NA,NA,NA,1,0,4
"Natrix tessellata","Natrix tessellata","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Natricidae","Natrix",6161327,1,"Tessellated Water Snake","0",NA,1,1,0,69,53,10,7,17,12,0,0,0,0,"H",346.68,10,923775.89,NA,"Natrix tesselleta",92377.589,320254.6255452,0,0,0,0,0,0,0,11.9042302,0,NA,NA,NA,NA,NA,1,0,4
"Neomys anomalus","Neomys anomalus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Neomys",7825895,1,"Southern Water Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,341.87,10,2264041.17,NA,"Neomys anomalus",226404.117,774007.7547879,0,0,0,0,0,0,0,9.920139794,0,NA,NA,NA,NA,13.19,0,0,2
