"gbif.species","gbif.id","iucn.species","common.name","genus","family","order","class","excluded","exclusion.reason","redlist.europe","redlist.eu","endemic.europe.iucn","endemic.eu.iucn","endemic.europe.final","vuln.clim.change","aze","target.area.km2","protected.area.km2","gap.km2","perc.target.met.in.PAs.and.N2K","zoo.global","zoo.eu","genus.zoo.global","pop.zoo.global","pop.zoo.eu","max.pop.eu","second.max.pop.eu","nr.zoos.global","nr.zoos.eu","eep","esb","aark","redlist.exsitu","redlist.exsitu.needed","ed.value","edge","bodymass.g"
"Chloris chloris",11212714,"Chloris chloris","European Greenfinch","Carduelis","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,426721.571,1006678.8581461,0,235.91,1,1,0,49,23,11,7,15,6,0,0,0,0,0,3.864093,0,26
"Chroicocephalus genei",6065810,"Larus genei","Slender-billed Gull","Chroicocephalus","Laridae","Charadriiformes","Aves",0,NA,"VU","LC",NA,NA,NA,"H",0,3137.598,13684.3199172,0,436.14,1,1,0,2,2,1,0,2,2,0,0,0,0,0,2.672775104,0,281
"Chroicocephalus ridibundus",6065824,"Larus ridibundus","Black-headed Gull","Chroicocephalus","Laridae","Charadriiformes","Aves",0,NA,"LC","VU",NA,NA,NA,"L",0,247359.668,719074.554876,0,290.7,1,1,0,29,19,9,7,12,5,0,0,0,0,0,1.820333,0,284
"Ciconia ciconia",2481912,"Ciconia ciconia","White Stork","Ciconia","Ciconiidae","Ciconiiformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","H",0,214298.788,902155.0377224,0,420.98,1,1,0,1446,1063,123,71,213,140,0,0,0,0,0,13.64665134,0,3448
"Ciconia nigra",2481909,"Ciconia nigra","Black Stork","Ciconia","Ciconiidae","Ciconiiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,136914.359,425461.3705925,0,310.75,1,1,0,221,144,6,5,93,67,0,1,0,0,0,19.29805481,0,2926
"Cinclus cinclus",2495093,"Cinclus cinclus","White-throated Dipper","Cinclus","Cinclidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,214656.647,743463.2968845,0,346.35,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,10.682049,0,61.7
"Circaetus gallicus",2480666,"Circaetus gallicus","Short-toed Snake-eagle","Circaetus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,146809.094,465634.4034398,0,317.17,1,1,0,34,20,5,3,14,8,0,0,0,0,0,9.64831373,0,1699.5
"Circus aeruginosus",2480482,"Circus aeruginosus","Western Marsh-harrier","Circus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","H",0,247151.792,776946.3733312,0,314.36,1,1,0,33,6,2,1,14,4,0,0,0,0,0,4.759914,0,711.5
"Circus cyaneus",2480487,"Circus cyaneus","Hen Harrier","Circus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","VU",NA,NA,NA,"H",0,200417.316,438312.670092,0,218.7,1,0,0,6,0,NA,NA,5,0,0,0,0,0,0,4.999712616,0,401
"Circus macrourus",2480491,"Circus macrourus","Pallid Harrier","Circus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","EN",NA,NA,NA,"L",0,4067.318,6752.1546118,0,166.01,1,0,0,2,0,NA,NA,2,0,0,0,0,0,0,5.669283351,0,388.5
"Circus pygargus",2480495,"Circus pygargus","Montagu's Harrier","Circus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","VU",NA,NA,NA,"H",0,177235.313,364059.0564333,0,205.41,1,1,0,3,2,2,0,2,1,0,0,0,0,0,5.492253828,0,315.5
"Cisticola juncidis",2492822,"Cisticola juncidis","Zitting Cisticola","Cisticola","Cisticolidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,91805.557,179167.7250412,0,195.16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,3.544603,0,6.85
"Clamator glandarius",2496464,"Clamator glandarius","Great Spotted Cuckoo","Clamator","Cuculidae","Cuculiformes","Aves",0,NA,"VU","VU",NA,NA,NA,"L",0,50779.126,133823.3086604,0,263.54,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,18.21738316,0,143.75
"Clangula hyemalis",2498273,"Clangula hyemalis","Long-tailed Duck","Clangula","Anatidae","Anseriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,16046.731,73389.7242285,0,457.35,1,1,0,48,31,20,6,9,3,0,0,0,0,0,6.206204819,1,873
"Coccothraustes coccothraustes",2494329,"Coccothraustes coccothraustes","Hawfinch","Coccothraustes","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,304389.726,852260.7938274,0,279.99,1,1,0,27,18,8,6,12,6,0,0,0,0,0,7.386425288,0,56.65
"Coloeus monedula",6100954,"Corvus monedula","Eurasian Jackdaw","Coloeus","Corvidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,377700.172,726317.430756,0,192.3,1,1,0,26,16,3,2,14,10,0,0,0,0,0,4.193947,0,246
"Columba bollii",2495427,"Columba bollii","Dark-tailed Laurel-pigeon","Columba","Columbidae","Columbiformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","H",0,2603.523225,1993.778085705,609.745139295,76.58,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.495535,0,329
"Columba junoniae",2495434,"Columba junoniae","White-tailed Laurel-pigeon","Columba","Columbidae","Columbiformes","Aves",0,NA,"NT","NT","Yes","Yes","Yes","H",0,1240.20516,811.218195156,428.986964844,65.41,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.203648515,0,329
"Columba oenas",2495471,"Columba oenas","Stock Dove","Columba","Columbidae","Columbiformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","H",0,309306.602,750161.3018306,0,242.53,1,1,0,30,23,18,3,6,3,0,0,0,0,0,6.237971707,0,291
"Columba palumbus",2495455,"Columba palumbus","Common Woodpigeon","Columba","Columbidae","Columbiformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","H",0,1875.33424,438.82821216,1436.50602784,23.4,1,1,0,62,52,21,9,18,11,0,0,0,0,0,5.421109,0,490
"Columba trocaz",2495406,"Columba trocaz","Madeira Laurel-pigeon","Columba","Columbidae","Columbiformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","H",0,753.95,466.167285,287.782715,61.83,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.014539,0,329
"Coracias garrulus",2475365,"Coracias garrulus","European Roller","Coracias","Coraciidae","Coraciiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,136153.76,365940.460752,0,268.77,1,1,0,79,72,7,6,30,25,0,0,0,0,0,9.378187,0,146
"Coronella austriaca",5959617,"Coronella austriaca","Smooth Snake","Coronella","Colubridae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"H",0,260636.962,822570.252072,0,315.6,1,1,0,181,181,166,4,7,7,0,0,0,0,0,7.757303046,0,NA
